Reference for R wizards,17,"1,093",1,['internals'],2011-09-07,00:06:37Z,Iterator,14k
"In R, how can I check if two variable names reference the same underlying object?",18,"1,304",3,[],2011-09-06,22:22:24Z,Zach,"1,262"
Getting the list of functions in an R package to be used in LaTex,2,"1,202",2,"['latex', 'sweave']",2011-09-06,22:15:20Z,MYaseen208,"7,627"
How to paste a variable name into R `plot`,3,"1,080",1,[],2011-09-06,21:05:31Z,isomorphismes,"4,911"
How to specify font size in a plot (for PDF output)?,8,"7,703",3,"['pdf', 'plot', 'font-size']",2011-09-06,19:35:16Z,Adam SO,"3,636"
Using R cut function on dates,14,"10,008",2,['date'],2011-09-06,19:14:38Z,pssguy,"1,254"
Get frequencies (absolute and relative) of levels of a categorical variable from incidence binary data by combination of columns factors,2,"1,761",2,[],2011-09-06,19:08:18Z,Me.,11
Concatenating Matrices in R,39,"84,388",2,"['matrix', 'concatenation']",2011-09-06,19:06:07Z,Dombey,"2,325"
R merge() not working (anymore) as intended [duplicate],4,"2,784",1,['merge'],2011-09-06,19:00:30Z,Jochen,21
Use hist() function in R to get percentages as opposed to raw frequencies,24,"65,454",2,['histogram'],2011-09-06,18:53:24Z,newdev14,361
R2WinBUGS - how to reload the WinBUGS computation results to bugs object again,3,684,1,"['winbugs', 'r2winbugs', 'winbugs14']",2011-09-06,17:42:44Z,TMS,33.2k
Interaction Plot in ggplot2,20,"28,885",4,['ggplot2'],2011-09-06,16:37:09Z,MYaseen208,"7,627"
R Code Taking Too Long To Run,4,"7,110",4,"['for-loop', 'execute']",2011-09-06,16:32:01Z,Dombey,"2,325"
How do I manually change the key labels in a legend in ggplot2,36,"70,097",2,"['label', 'key', 'ggplot2']",2011-09-06,16:31:54Z,Farrel,"4,804"
Get plot() bounding box values,7,"4,835",3,[],2011-09-06,15:24:46Z,John Mark,"1,900"
Accessing a vector inside a vector [duplicate],-2,"2,318",2,"['vector', 'indexing']",2011-09-06,15:19:27Z,Ice Phoenix,562
Interpolate NA values in a data frame with na.approx,17,"17,364",3,"['dataframe', 'interpolation']",2011-09-06,09:19:50Z,pacomet,"1,996"
using hash to determine whether 2 dataframes are identical (PART 02),1,83,1,['hash'],2011-09-06,03:31:38Z,lokheart,"8,460"
Reading in Many Variables in R,-4,355,1,['dataset'],2011-09-06,00:56:56Z,Dombey,"2,325"
Symbolic derivatives and simplification in R,10,"3,665",3,[],2011-09-05,19:21:02Z,Marco,"3,419"
Merging data from many files and plot them,1,463,2,"['optimization', 'csv', 'estimation']",2011-09-05,17:58:52Z,mkk,"5,832"
working with months in zoo,2,339,1,"['date', 'zoo']",2011-09-05,17:35:24Z,BobH,115
"Function in R, passing a dataframe and a column name [duplicate]",12,"34,831",1,"['function', 'pass-by-reference']",2011-09-05,15:42:08Z,jpsfer,418
Does a line profiler for code require a parse tree and is that sufficient?,4,365,2,"['python', 'language-agnostic', 'profiling', 'parse-tree']",2011-09-05,15:12:14Z,Iterator,14k
How to calculate autocorrelation in r (zoo object),10,"24,539",4,[],2011-09-05,13:44:15Z,sbg,780
Converting special characters to utf-8 in googleVis charts,2,669,1,"['php', 'html', 'special-characters', 'google-visualization']",2011-09-05,13:09:28Z,George Dontas,21.1k
Logging current function name,16,"1,968",2,"['function', 'logging']",2011-09-05,12:20:24Z,Nick Sabbe,"9,633"
using hash to determine whether 2 dataframes are identical (PART 01),5,221,1,['hash'],2011-09-05,09:32:32Z,lokheart,"8,460"
Changing value of data frame based on another data frame,3,952,1,['dataframe'],2011-09-05,08:00:01Z,pacomet,"1,996"
How can I get the screen resolution in R,11,"2,581",4,"['windows', 'system', 'screen', 'resolution']",2011-09-05,07:53:56Z,George Dontas,21.1k
Adding points to xts plot,4,"2,346",1,"['graphics', 'xts', 'zoo', 'quantmod']",2011-09-05,04:49:00Z,isomorphismes,"4,911"
Apply function to each column in a data frame observing each columns existing data type,42,"108,228",4,"['apply', 'sapply']",2011-09-05,02:06:41Z,Darren Cook,16.5k
Negative subscripts error in R,4,"14,925",1,[],2011-09-05,01:02:20Z,Dombey,"2,325"
How can I allow rapache/brew to securely connect to a MySQL database?,7,536,1,"['rmysql', 'rapache']",2011-09-05,00:34:41Z,kmm,"2,937"
Switch-like function for questionnaire grading,3,148,3,"['for-loop', 'switch-statement']",2011-09-04,23:09:53Z,aL3xa,22.7k
How Do I Extract a List of Sheets from a Google Spreadsheets API XML Feed in R?,2,"1,408",1,[],2011-09-04,16:56:11Z,psychemedia,"2,271"
How can i convert a factor column that contains decimal numbers to numeric?,6,"19,994",4,"['dataframe', 'numeric', 'r-factor']",2011-09-04,14:52:58Z,G0dAreS,62
Generating multiple datasets and applying function and output multiple dataset,4,"3,286",1,[],2011-09-04,13:38:07Z,jon,"5,171"
Order of legend entries in ggplot2 barplots with coord_flip(),10,"7,775",1,"['order', 'ggplot2']",2011-09-04,13:15:26Z,MatteoS,368
Multiply a data frame row-by-row,3,"4,490",4,['multiplying'],2011-09-04,05:05:13Z,psiu,290
How to develop a package in R?,32,"3,359",1,"['package', 's4']",2011-09-04,04:46:35Z,MYaseen208,"7,627"
na.locf but don't do trailing NAs,8,"1,724",1,"['time-series', 'xts', 'zoo']",2011-09-03,22:21:26Z,R novice,43
Can the R console support background tasks or interrupts (event-handling)?,8,"2,351",4,"['event-handling', 'interrupt', 'background-process']",2011-09-03,17:38:16Z,Iterator,14k
Calculate percentage divergence between two genetic sequences in R,2,"3,166",1,['dna-sequence'],2011-09-03,15:41:42Z,Nick Crouch,166
Prevent R igraph from adding a zero vertex,2,"1,119",1,['igraph'],2011-09-03,14:09:42Z,mindless.panda,"2,325"
equation for lm graphics,-1,197,1,"['ggplot2', 'regression']",2011-09-03,13:52:22Z,Tan Sav,6
Problem with R package RecordLinkage,2,"1,196",3,[],2011-09-03,12:11:05Z,Ross Farrelly,109
Data manipulation in R in LINQ style,9,"1,505",4,['linq'],2011-09-03,03:21:24Z,Vadim Kantorov,168
Why does my unit test run successfully in the R console but returns an error with “make test”?,7,"7,918",1,['unit-testing'],2011-09-03,02:45:28Z,tflutre,"1,455"
Creating Conditional Columns in R,-2,446,1,[],2011-09-02,22:36:33Z,MYaseen208,"7,627"
Compare one row to all other rows in a file using R,2,"1,312",2,"['compare', 'dataframe']",2011-09-02,21:41:42Z,user602599,443
How do I increase the size of the points and the text with just one command in ggplot2?,14,"4,223",1,"['ggplot2', 'font-size']",2011-09-02,21:28:36Z,Farrel,"4,804"
How can i convert a dataframe with a factor column to a xts object?,2,479,2,"['finance', 'xts']",2011-09-02,18:56:54Z,G0dAreS,62
Percentage of false postive in R,0,428,1,['cluster-analysis'],2011-09-02,18:37:26Z,damola,167
Paste together two character vectors of different lengths,6,"5,360",3,['paste'],2011-09-02,17:55:52Z,bigjim,709
Put the Y axis on the left of a heatmap?,9,"8,943",1,"['graphics', 'heatmap']",2011-09-02,17:42:28Z,James,740
How to use `apply.monthly` in a zoo object with several columns,5,"3,531",3,['zoo'],2011-09-02,16:35:58Z,sbg,780
"read.delim() - errors “more columns than column names” and “header and ''col.names” are of different lengths""",6,"16,212",3,['read.table'],2011-09-02,13:30:44Z,Jubbles,"1,981"
Write using mouse on R plot?,4,"2,839",3,['scatter'],2011-09-02,13:21:39Z,Mateusz,31
What is the benefit of import in a namespace in R?,29,"4,904",1,"['namespaces', 'package']",2011-09-02,12:04:09Z,Henrik,"8,645"
factor with 6 levels out of a continuous variable,2,"3,372",1,['factors'],2011-09-02,11:52:50Z,Katerina,36
Running out of memory with merge,6,"3,736",4,[],2011-09-02,10:20:16Z,Andre,60
"In R, how do i return the result of aggregate as a matrix?",3,609,2,"['matrix', 'aggregate']",2011-09-02,10:02:41Z,xiaodai,"3,988"
Extracting URLs from a HTML snippet in R,2,179,2,[],2011-09-02,08:32:01Z,psychemedia,"2,271"
Plot weighted frequency matrix,13,901,3,"['matrix', 'probability', 'frequency', 'weighted']",2011-09-02,07:32:59Z,Frank_Zafka,314
Replace all NA with FALSE in selected columns in R,15,"27,307",5,"['dataframe', 'na']",2011-09-02,03:59:23Z,lokheart,"8,460"
Is there an R equivalent of strtotime,9,693,1,"['php', 'date', 'strtotime']",2011-09-02,03:38:31Z,Darren Cook,16.5k
R - get all variables created from function call,12,"2,010",3,[],2011-09-02,03:17:06Z,SFun28,13.7k
Is there a way to colorize comments/code in Sweave?,8,"1,257",2,['sweave'],2011-09-02,01:46:37Z,Andrew Redd,"2,349"
More idiomatic way to join long-form data frame to compare against another field,1,100,1,[],2011-09-01,23:13:14Z,Dustin,67.4k
How do you label a horizontal line when the x axis is categorical?,4,"5,263",1,"['label', 'ggplot2']",2011-09-01,22:33:07Z,Farrel,"4,804"
Make a repeating alpha-numeric list,3,859,2,['repeating'],2011-09-01,21:05:40Z,James,740
How to limit the scope of the variables used in a script?,7,"1,715",2,['scope'],2011-09-01,19:24:48Z,Leo,841
Dangerous for loop idiom?,6,292,4,[],2011-09-01,19:03:19Z,Keith,"1,586"
Logistic Regression Using R,3,"3,181",3,"['statistics', 'logistics']",2011-09-01,16:54:25Z,josephmisiti,"5,568"
have R halt the EC2 machine it's running on,7,547,4,"['amazon-ec2', 'amazon-web-services']",2011-09-01,16:48:29Z,JD Long,36.1k
Using the file name to name a column,6,"1,194",1,"['filenames', 'zoo']",2011-09-01,14:59:31Z,sbg,780
Position legend in first plot of facet,27,"8,145",2,"['position', 'ggplot2', 'legend']",2011-09-01,13:17:55Z,jslefche,"1,719"
Why can't I add numbers in a dataframe created with cbind?,4,741,3,"['dataframe', 'cbind']",2011-09-01,13:02:02Z,Thomas Larsen,55
How to see data from .RData file?,50,"162,729",6,['rdata'],2011-09-01,12:50:00Z,Ewa,251
How to summarize multiple files into one file based on an assigned rule?,3,245,1,['csv'],2011-09-01,11:21:26Z,psiu,290
"Write a list of lists to a table, with the names of each list as a column?",4,"4,297",2,['list'],2011-09-01,11:13:26Z,mdottir,21
Function for certain values in rows,0,113,1,[],2011-09-01,11:02:04Z,Andre,60
R XML package: how to set the user-agent?,3,"1,697",2,"['user-agent', 'libxml2']",2011-09-01,10:25:32Z,Darren Cook,16.5k
Stratified sampling - not enough observations,2,"1,985",1,['sampling'],2011-09-01,10:20:23Z,Radim Sevcik,11
an array of arrays varied in length in R,1,"3,973",1,['arrays'],2011-09-01,09:35:00Z,Ali,6
R heatmap with different color scales for different rows,2,"1,198",1,"['scaling', 'heatmap']",2011-09-01,09:23:54Z,dmeu,"1,202"
Applying rolling functions based on time (intraday),3,541,1,['xts'],2011-09-01,08:43:46Z,E.D.,159
Bypassing an error inside a loop in R,2,"1,172",2,['error-handling'],2011-09-01,08:40:47Z,lokheart,"8,460"
Using reshape() function in R — from wide to long,2,"5,657",2,['reshape'],2011-09-01,04:52:09Z,Kevin Wang,11
Validating data integrity after import from xls to R using RODBC,1,337,1,"['corrupt', 'rodbc']",2011-09-01,03:34:43Z,lokheart,"8,460"
How can I list packages not included in any R task view?,4,610,2,['cran'],2011-09-01,00:59:26Z,Iterator,14k
Read multiple tables in from a single text file?,9,"1,560",2,['text-files'],2011-08-31,22:17:26Z,James,740
Creating a data frame in R from list data that is missing some values,2,91,2,"['csv', 'dataframe']",2011-08-31,21:58:09Z,hawkhandler,113
What do hjust and vjust do when making a plot using ggplot?,120,"81,025",2,"['plot', 'ggplot2']",2011-08-31,21:46:28Z,William Gunn,"1,030"
How do I draw gridlines using abline() that are behind the data?,33,"14,030",4,['plot'],2011-08-31,21:36:04Z,maxwelljd,168
Snowball Stemmer only stems last word,7,"5,036",2,"['stemming', 'tm']",2011-08-31,21:12:29Z,Christian,96
Options for caching / memoization / hashing in R,68,"10,695",3,"['caching', 'hash', 'memoization', 'memoise']",2011-08-31,19:41:26Z,Iterator,14k
Problem with data.table ifelse behavior,-1,682,1,"['if-statement', 'data.table']",2011-08-31,18:35:11Z,James,740
Percentile from bins of distributions,2,416,2,[],2011-08-31,18:13:38Z,Chris,"1,116"
How to read whitespace delimited strings until EOF in R,3,"1,562",2,"['string', 'input', 'eof']",2011-08-31,17:00:36Z,eold,"2,803"
Books (or other references) for extracting XML data with R,2,243,1,['xml'],2011-08-31,16:07:54Z,Manoel Galdino,"1,192"
Does get.edgelist in R library igraph return proper directed edges?,1,196,1,['igraph'],2011-08-31,15:57:24Z,starflyer,262
Problem loading the plyr package,9,"24,517",3,['plyr'],2011-08-31,14:39:18Z,Sisse Camilla Lundholm,86
Converting date times in POSIXct gives screwy result?,7,"10,225",2,['time'],2011-08-31,13:02:22Z,PaulHurleyuk,"4,614"
Compare two data.frames to find the rows in data.frame 1 and data.frame 2 which have equal values in selected columns,1,"1,714",1,['dataframe'],2011-08-31,10:39:47Z,Laurent,6
Data set 'FA' not found in the drc package,3,955,2,[],2011-08-31,08:54:52Z,Danial Tz,823
How to organize big R functions?,9,450,4,['function'],2011-08-31,08:43:31Z,Tommaso,175
How to get Sweave to put graphics in separate folder AND name them after the Rnw file,5,"1,003",2,['sweave'],2011-08-31,08:09:56Z,PaulHurleyuk,"4,614"
Position in vector based on approximate matching,5,"2,556",5,[],2011-08-31,07:34:51Z,ECII,"3,718"
Digging into R profiling information,9,"2,194",3,['profiling'],2011-08-31,04:38:30Z,Iterator,14k
Problem of data frame and replacement in a loop in R,1,"12,844",1,['dataframe'],2011-08-30,23:01:02Z,Antonin,682
Data Grouping in R (Akin to Summation with a WHERE clause in SQL),2,"5,726",2,"['sql', 'sum', 'aggregate', 'where-clause']",2011-08-30,22:33:51Z,Travis Rodman,457
How can I ensure that I install compatible versions of JAGS and rjags in Ubuntu?,4,592,1,"['bash', 'ubuntu', 'package']",2011-08-30,22:26:02Z,David LeBauer,15.7k
mtext() to add horizontal y labels,11,"12,195",1,['plot'],2011-08-30,20:40:00Z,Olivier,112
Keep the last 9 digits of an alphanumeric string in R,4,"1,542",4,[],2011-08-30,20:28:11Z,nolyugo,521
Plotting graph edge density with R,1,415,0,"['graph', 'plot', 'scatter-plot']",2011-08-30,18:45:44Z,Mulone,"1,734"
Problems splitting data frame into a nested list,1,"1,528",2,"['list', 'split', 'nested']",2011-08-30,17:13:17Z,Sisse Camilla Lundholm,86
Big Data convert to “transactions” from arules package,6,"2,718",1,"['transactions', 'bigdata', 'apriori']",2011-08-30,16:19:32Z,Marco,"1,057"
Looking ahead in a data set by n seconds,1,99,3,[],2011-08-30,16:16:50Z,Dr. Watson,"2,558"
Adding a Unique Trend Line to a Barplot in GGPLOT2,5,"4,180",2,['ggplot2'],2011-08-30,15:16:28Z,ATMathew,"4,626"
Multiple Stacked Graph with three dimensions,1,266,0,"['charts', 'excel-2007']",2011-08-30,15:13:47Z,Krishnan,526
subset function with “different than”?,5,"30,575",3,['dataframe'],2011-08-30,15:12:46Z,Katerina,36
Problem passing String[][] from Java to R using rJava,2,806,2,"['java', 'rjava']",2011-08-30,14:50:23Z,Tobi,999
R How to Get the Average of One Variable based on Ranges of Another Variable?,6,"7,249",6,"['dataframe', 'aggregate']",2011-08-30,14:39:36Z,Kyle Brandt,"9,929"
How to deal with data matching specific criteria in a large dataset in R,1,350,1,[],2011-08-30,14:36:38Z,Nikola Knezevic,440
Finding the date of a data point in a R time-series,3,"1,698",1,['time-series'],2011-08-30,13:46:54Z,peter2108,"1,474"
“..1” in the body of “[[.data.frame”,17,674,2,"['dataframe', 'ellipsis']",2011-08-30,12:23:18Z,Nick Sabbe,"9,633"
Using AWS for parallel processing with R,8,"5,534",2,"['amazon-web-services', 'parallel-processing']",2011-08-30,09:37:10Z,harshsinghal,"1,845"
R Filter and subset a dataframe,-1,"1,033",1,['dataframe'],2011-08-30,09:26:33Z,user900168,42
How to set the tolerance identifying changes in Variance?,2,232,1,[],2011-08-30,07:39:34Z,Dail,681
Create a partial dashed line in ggplot2,12,"6,850",1,['ggplot2'],2011-08-30,06:29:30Z,ATMathew,"4,626"
R xts object subseting xts object with multiple days of intraday data for certain hours,3,"1,487",1,"['subset', 'xts']",2011-08-30,05:46:12Z,darko,16
Automating great-circle map production in R,8,"1,137",1,"['map', 'gis', 'data-visualization', 'great-circle']",2011-08-30,03:10:04Z,gpe,43
How to implement R's “optimize” function in C++?,6,"1,300",3,"['c++', 'algorithm', 'optimization']",2011-08-30,01:34:06Z,user918804,33
date axis with fixed limit for barplot and/or hist,2,"2,140",1,"['statistics', 'scale', 'histogram', 'time-series']",2011-08-30,00:42:20Z,karlcow,"5,835"
“Error in unserialize” - foreach/doSNOW/snow with SOCK (windows),9,"3,148",1,"['foreach', 'parallel-processing']",2011-08-29,23:05:33Z,SFun28,13.7k
Change background color of R plot,36,"63,706",6,['plot'],2011-08-29,22:56:41Z,ATMathew,"4,626"
"R, plyr, with a complex function",2,802,1,['plyr'],2011-08-29,22:49:15Z,Sash,11
How to control the echo width using Sweave,5,825,2,['sweave'],2011-08-29,20:42:41Z,Jase_,953
Fastest way to replace NAs in a large data.table,115,"49,792",7,"['performance', 'dataframe', 'data.table']",2011-08-29,20:35:45Z,Zach,13.9k
How to ddply() without sorting?,8,"3,477",2,"['sorting', 'plyr']",2011-08-29,20:16:53Z,James,740
How can I identify and summarize sets of data from matching groups in a dataframe?,1,153,1,['dataframe'],2011-08-29,19:14:33Z,Abe,"3,782"
"R levelplot, non-continuous latitude and longitude values",3,"1,401",2,"['plot', 'lattice']",2011-08-29,18:00:45Z,JSan,18
Rep values from a data frame to another data frame. apply? sapply?,2,"1,499",4,['dataframe'],2011-08-29,17:36:35Z,ECII,"3,718"
“non-stationary seasonal AR part from CSS” error in R,15,"16,908",1,['time-series'],2011-08-29,17:03:13Z,mihsathe,"3,403"
Can R CMD check run examples/tests in parallel (on Windows)?,3,703,2,[],2011-08-29,16:11:39Z,SFun28,13.7k
Date and financial data,1,183,2,"['date', 'time-series', 'financial']",2011-08-29,15:09:20Z,rabaie Remon,6
Assignment to data.frame causes an unwanted type change in R,2,147,2,['dataframe'],2011-08-29,14:48:11Z,Uri Laserson,"1,077"
foreach %dopar% - guarantee on order of results?,16,"1,476",1,['foreach'],2011-08-29,14:18:32Z,SFun28,13.7k
"In R, how can a string be split without using a seperator",2,456,3,['split'],2011-08-29,14:09:46Z,Hans,"1,795"
RDF integers in R,3,187,2,"['type-conversion', 'rdf', 'sparql']",2011-08-29,12:54:38Z,Mulone,"1,734"
Binning data for use in matrix and image() or heatmap(),3,"1,564",3,[],2011-08-29,12:44:51Z,screechOwl,10k
combine dataframe in the bottom of another dataframe,1,"6,922",2,['dataframe'],2011-08-29,11:42:28Z,Tamilan,336
What are the R sorting rules of character vectors?,15,"1,405",1,['sorting'],2011-08-29,11:22:05Z,Andrie,134k
pasting Jpeg output in directory in R,-1,308,1,['paste'],2011-08-29,10:38:59Z,Dinesh,363
Using grep in R to find strings as whole words (but not strings as part of words),24,"21,962",3,"['regex', 'grep']",2011-08-29,08:45:46Z,Hans,"1,795"
Error trying to understand timeseries dimensions,1,862,2,['xts'],2011-08-29,07:47:02Z,E.D.,159
Retrieving members from a cluster using R,1,"1,801",2,[],2011-08-29,06:53:49Z,akash,11
Can `ddply` (or similar) do a sliding window?,15,"1,533",1,['plyr'],2011-08-29,04:14:16Z,Owen,28.3k
Data transformation in R,3,"1,180",2,[],2011-08-29,03:13:36Z,Alex B,56.9k
"In R, how do I map numeric values to factors, including Inf and NaN?",5,805,4,[],2011-08-29,02:32:35Z,Uri Laserson,"1,077"
Can rbind be parallelized in R?,25,"3,477",5,[],2011-08-29,00:17:07Z,Atlas1j,952
Create a vector listing run length of original vector with same length as original vector,5,"1,107",3,[],2011-08-28,22:36:55Z,Angus Angus,28
Combine continuous and discrete color scale in ggplot2?,10,"3,968",1,"['ggplot2', 'visualization']",2011-08-28,21:18:46Z,Uri Laserson,"1,077"
R will plot but won't draw abline,12,"28,261",2,['plot'],2011-08-28,16:48:53Z,screechOwl,10k
"How to calculate the ratio of data points, i.e., combining them based on some criterion?",6,"3,356",2,[],2011-08-28,16:19:53Z,smarr,403
Determining current file's location in R to include file from same directory?,10,"4,281",1,"['filesystems', 'system']",2011-08-28,16:16:15Z,Dolan Antenucci,"9,026"
Is there a way to access an index within a vector,2,294,3,"['arrays', 'vector', 'indexing']",2011-08-28,15:06:39Z,Ice Phoenix,562
Is stricter error reporting available in R?,7,380,3,['compiler-warnings'],2011-08-28,06:36:25Z,Darren Cook,16.5k
How to draw a line on chartSeries plot using quantmod?,9,"6,724",1,"['charts', 'quantmod']",2011-08-28,04:02:43Z,Samo,900
Error: package 'lsei' is not installed for 'arch=x64',5,"1,862",1,[],2011-08-28,03:07:40Z,MKao,106
Converting units in R,34,"8,598",5,['units-of-measurement'],2011-08-27,13:14:26Z,thequerist,687
creating a new column to indicate variable number of each unique animal,2,202,1,"['variables', 'numbers']",2011-08-27,10:52:16Z,baz,"2,179"
Redirecting R output and graphs,2,330,2,"['latex', 'ggplot2']",2011-08-27,04:49:32Z,MYaseen208,"7,627"
Redirecting R graphs to MS Word,5,"2,401",2,[],2011-08-27,04:42:44Z,MYaseen208,"7,627"
Extracting values in table [closed],-1,"1,529",1,[],2011-08-27,04:09:25Z,Ram,93
Is there a built-in function for sampling a large delimited data set?,3,260,3,[],2011-08-27,02:32:01Z,Dustin,67.4k
How to combine 2 Date vectors in data frame without changing format,3,"3,694",1,[],2011-08-27,01:00:46Z,screechOwl,10k
Automatically displaying the name of the variable in the title of the plot with ggplot2,3,"1,755",1,['ggplot2'],2011-08-27,00:34:13Z,MYaseen208,"7,627"
POSIX Vector Comparison — searching through and finding a match between DATE vectors efficiently?,1,"1,313",2,"['datetime', 'date', 'matching']",2011-08-26,23:55:52Z,wisfool,64
Creating Large Data Frames,5,927,2,['dataframe'],2011-08-26,22:59:11Z,ATMathew,"4,626"
Histogram of large matrix in R,3,"5,085",1,"['matrix', 'histogram']",2011-08-26,21:42:46Z,Mulone,"1,734"
multiple bquote items in legend of an R plot,10,"6,267",2,"['plot', 'legend', 'plotmath']",2011-08-26,20:39:52Z,Sang,192
How to reshape S3 object to make it comparable?,2,110,1,['unit-testing'],2011-08-26,19:55:44Z,SFun28,13.7k
Find first and last business day in R or Mysql,4,"5,817",1,['mysql'],2011-08-26,14:42:54Z,screechOwl,10k
Finding list of positions in multidimensional structure (array),6,470,1,"['multidimensional-array', 'position']",2011-08-26,11:33:01Z,Nick Sabbe,"9,633"
Counting number of events underway at a timestamp,5,"1,213",2,[],2011-08-26,11:10:22Z,Rahul Premraj,"1,135"
Reading structured texts in R,3,271,1,[],2011-08-26,10:53:12Z,user900168,42
IFS more than a character usage with R script and bash,2,967,2,"['bash', 'scripting', 'ifs']",2011-08-26,10:52:35Z,Mareczek,87
Adding a row with Sum and mean of the columns,2,547,1,[],2011-08-26,08:49:01Z,Tamilan,336
How can I add a legend to a goodness of fit plot in R?,3,493,3,"['plot', 'legend']",2011-08-26,08:46:46Z,David B,11.3k
Error from ggplot2 plotting date data — missing value where TRUE/FALSE needed,7,"4,381",2,"['ggplot2', 'posixct']",2011-08-26,08:25:44Z,Dustin,67.4k
How can two strings be concatenated?,320,"508,656",11,"['string-concatenation', 'r-faq']",2011-08-26,07:25:35Z,Hans,"1,795"
Showing variable labels under the segments of dendrogram with ggdendro,2,"1,527",1,"['ggplot2', 'ggdendro']",2011-08-26,06:55:22Z,MYaseen208,"7,627"
correlation failure - Pearson,-2,580,1,"['correlation', 'data-processing']",2011-08-26,05:24:33Z,Mateusz,19
consistent evaluation of input parameters,1,130,1,[],2011-08-26,03:12:18Z,baptiste,57.1k
reading a big xls file into R,4,"1,134",1,"['excel', 'import']",2011-08-26,03:04:29Z,lokheart,"8,460"
How do I label the terminal nodes of a cut dendrogram?,4,"2,635",3,"['hierarchical-clustering', 'dendrogram', 'dendextend']",2011-08-26,02:57:10Z,akash,21
Plot a tree diagram from a list in R,7,"2,231",1,"['plot', 'visualization']",2011-08-26,01:34:56Z,Mike Lawrence,590
Documenting R.oo classes/methods with Roxygen,5,300,2,"['roxygen', 'roxygen2']",2011-08-26,00:38:45Z,SFun28,13.7k
determine the formula of a dataset,1,"1,085",1,"['statistics', 'extract', 'formula']",2011-08-26,00:34:04Z,Nick,55
Roxygen2 - how to properly document S3 methods,42,"8,363",2,"['roxygen', 'roxygen2']",2011-08-26,00:24:56Z,SFun28,13.7k
Automatically determine position of plot legend,3,"1,755",2,"['automation', 'plot', 'ggplot2', 'gnuplot']",2011-08-25,22:58:21Z,Alan Turing,"5,388"
How do the iterators V and E in igraph using R work?,5,"1,053",1,"['iterator', 'graph-theory', 'igraph']",2011-08-25,21:34:30Z,starflyer,262
determine mean value on 0Y histogram axis,3,157,1,['histogram'],2011-08-25,21:06:08Z,Mateusz,19
How to grep this and NOT that?,4,365,3,['regex'],2011-08-25,20:02:02Z,James,740
What's the best way to melt a list into a vector?,5,389,1,[],2011-08-25,20:01:36Z,SFun28,13.7k
Create a Data Frame of Unequal Lengths,17,"46,362",5,['dataframe'],2011-08-25,19:58:37Z,ATMathew,"4,626"
How to eliminate Roxygen warning about “No name found…”?,3,205,1,"['roxygen', 'roxygen2']",2011-08-25,19:22:17Z,SFun28,13.7k
Removing Brackets From a String,17,"23,052",4,"['regex', 'string']",2011-08-25,19:03:18Z,ATMathew,"4,626"
"In R, how to find out which method is dispatched for a particular function call?",5,690,3,[],2011-08-25,18:49:36Z,dan,180
What is the difference between NULL and character(0) in R?,40,"25,291",3,['null'],2011-08-25,18:17:10Z,Andrie,134k
"Using ggplot2, can I insert a break in the axis?",39,"41,000",6,['ggplot2'],2011-08-25,17:33:48Z,djq,"5,647"
R-project file opening problem,0,545,1,[],2011-08-25,17:07:21Z,Valle Liskola,6
How Can I Get Adjacent Pairs of Combination Using R?,7,683,4,['combinations'],2011-08-25,15:31:24Z,Frank Wang,455
R: two scatterplots on single graph using ggplot,10,"27,342",2,['ggplot2'],2011-08-25,14:49:50Z,mkk,"5,832"
Fit image size to a small button,0,612,1,[],2011-08-25,13:57:56Z,Focus,1
Problems passing arguments with callNextMethod() in R,7,601,1,"['oop', 'methods', 'argument-passing', 's4']",2011-08-25,12:55:01Z,Henrik,"8,645"
Interpolate NA values,13,"15,869",2,['interpolation'],2011-08-25,10:29:43Z,hlovdal,19k
plot function does not take plot type into account in R language,8,"2,727",2,"['plot', 'visualization']",2011-08-25,09:20:13Z,Andrey Adamovich,14.6k
How to filter a vector of Strings in R based on string matching,28,"26,347",4,"['vector', 'indexing', 'slice']",2011-08-25,08:44:37Z,Andrey Adamovich,14.6k
How can I inner join two csv files in R?,5,"2,288",2,['csv'],2011-08-25,08:39:24Z,newror,28
apply strsplit rowwise and add column to data,2,279,2,"['function', 'loops', 'split']",2011-08-25,08:29:11Z,Jasmine,74
How to compute conditional Mode in R?,3,649,2,['mode'],2011-08-25,05:05:12Z,Iftikhar,298
How to remove a row which contain only missing values in R?,5,"9,779",6,[],2011-08-25,04:36:23Z,Iftikhar,298
Remove everything before period,5,"9,308",2,['regex'],2011-08-25,04:15:30Z,MYaseen208,"7,627"
"Does there exist runPercentRank like runFun (runMin, runMax,…) in TTR or how to write one?",1,428,1,['time-series'],2011-08-25,03:59:09Z,Samo,900
How to count the number of combinations of boolean data in R,9,533,3,[],2011-08-25,03:53:07Z,Rollie,75
Contributing R test scripts,8,445,1,"['unit-testing', 'testing', 'cran']",2011-08-25,03:02:57Z,Iterator,14k
R: calculate variance for data$V1 for each different value in data$V2,4,"4,763",4,[],2011-08-25,01:09:17Z,mkk,"5,832"
Why do values not appear in ecdf plot?,2,231,1,"['debugging', 'statistics']",2011-08-24,22:06:54Z,Legend,54.4k
Problem dividing column of data.frame with a constant (object of type 'closure' is not subsettable) [duplicate],2,"4,681",2,['division'],2011-08-24,21:49:08Z,hlovdal,19k
